#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
1463,J1755-2534,4.047,-0.229,0.233541,1.12e-14,4.281910,590.00,*,*,*,*,7.22,7.22,3.30e+05,3.47e+34,*
1464,J1755-26,3.618,-0.333,0.430872,1.23e-14,2.320874,405.00,*,*,*,*,5.17,5.17,5.56e+05,6.06e+33,*
1465,J1755-2725,2.432,-1.135,0.261955,1.37e-17,3.817454,115.00,*,*,*,*,2.83,2.83,3.02e+08,3.01e+31,*
1466,J1755-33,357.109,-4.102,0.959466,*,1.042246,266.50,*,*,*,*,9.66,9.66,*,*,*
1467,J1755-3716,353.882,-6.041,0.012786,3.11e-20,78.210119,167.60,ELL1,11.5156,10.6451,CO[nbb+14],6.38,6.38,6.52e+09,5.87e+32,*
1468,J1756+18,43.743,20.224,0.744000,*,1.344086,77.00,*,*,*,*,5.09,5.09,*,*,*
1469,J1756-2225,6.835,1.237,0.404980,5.27e-14,2.469256,326.00,*,*,*,*,5.02,5.02,1.22e+05,3.13e+34,*
1470,J1756-2251,6.499,0.948,0.028462,1.02e-18,35.135073,121.20,DD,0.3196,2.7565,NS[fsk+14],0.73,2.92,4.43e+08,1.74e+33,2.420
1471,B1753-24,5.027,0.044,0.670480,2.85e-16,1.491469,367.10,*,*,*,*,4.96,4.96,3.73e+07,3.73e+31,*
1472,J1756-25,4.241,-0.342,0.855986,*,1.168243,706.00,*,*,*,*,10.39,10.39,*,*,*
1473,J1756-2619,3.574,-0.891,0.724514,1.24e-15,1.380236,534.00,*,*,*,*,7.74,7.74,9.27e+06,1.29e+32,*
1474,J1757-15,13.349,4.723,0.179400,*,5.574136,150.00,*,*,*,*,4.19,4.19,*,*,*
1475,J1757-2223,7.029,0.970,0.185310,7.82e-16,5.396360,239.30,*,*,*,*,4.11,4.11,3.75e+06,4.85e+33,*
1476,B1754-24,5.281,0.054,0.234101,1.29e-14,4.271668,179.45,*,*,*,*,3.51,3.51,2.87e+05,3.98e+34,*
1477,J1757-27,2.400,-1.721,0.017687,2.10e-19,56.538014,334.00,*,*,*,*,5.42,5.42,1.33e+09,1.50e+33,*
1478,J1757-5322,339.637,-13.980,0.008870,2.63e-20,112.740064,30.82,ELL1,0.4533,2.0865,CO[jcv+06],1.36,1.36,5.34e+09,1.49e+33,*
1479,J1758-1931,9.544,2.353,0.692552,1.69e-14,1.443936,207.00,*,*,*,*,4.23,4.23,6.49e+05,2.01e+33,*
1480,J1758-2206,7.378,0.933,0.430278,9.56e-16,2.324077,678.00,*,*,*,*,11.38,11.38,7.13e+06,4.74e+32,*
1481,J1758-2540,4.263,-0.807,2.107263,1.55e-15,0.474549,218.20,*,*,*,*,3.85,3.85,2.15e+07,6.56e+30,*
1482,J1758-2630,3.555,-1.225,1.202893,5.17e-15,0.831329,328.00,*,*,*,*,4.99,4.99,3.69e+06,1.17e+32,*
1483,J1758-2846,1.556,-2.294,0.766706,9.41e-17,1.304280,66.60,*,*,*,*,1.71,1.71,1.29e+08,8.24e+30,*
1484,J1758+3030,56.265,24.032,0.947256,7.20e-16,1.055681,34.90,*,*,*,*,2.67,2.67,2.08e+07,3.34e+31,*
1485,J1759-1029,17.596,6.504,2.512263,1.57e-14,0.398048,110.00,*,*,*,*,3.77,3.77,2.53e+06,3.92e+31,*
1486,J1759-1736,11.378,3.028,0.798452,2.55e-16,1.252424,206.00,*,*,*,*,4.75,4.75,4.96e+07,1.98e+31,*
1487,J1759-1903,10.142,2.260,0.731505,3.07e-15,1.367044,467.00,*,*,*,*,13.30,13.30,3.78e+06,3.09e+32,*
1488,J1759-1940,9.634,1.901,0.254720,9.34e-17,3.925874,302.70,*,*,*,*,5.24,5.24,4.32e+07,2.23e+32,*
1489,J1759-1956,9.366,1.845,2.843389,1.86e-14,0.351693,236.40,*,*,*,*,4.44,4.44,2.43e+06,3.19e+31,*
1490,B1756-22,7.472,0.810,0.460974,1.09e-14,2.169319,177.16,*,*,*,*,3.54,3.54,6.72e+05,4.38e+33,*
1491,J1759-2302,6.702,0.257,0.810718,1.07e-14,1.233475,889.00,*,*,*,*,11.88,11.88,1.20e+06,7.96e+32,*
1492,J1759-2307,6.593,0.275,0.558889,3.76e-15,1.789265,812.60,*,*,*,*,11.20,11.20,2.35e+06,8.51e+32,*
1493,J1759-24,5.789,-0.156,1.457739,*,0.685994,772.00,*,*,*,*,10.78,10.78,*,*,*
1494,J1759-2549,4.261,-1.082,0.956549,9.96e-14,1.045425,431.00,*,*,*,*,5.94,5.94,1.52e+05,4.49e+33,*
1495,J1759-2922,1.202,-2.887,0.574400,4.63e-15,1.740946,79.42,*,*,*,*,1.92,1.92,1.97e+06,9.64e+32,*
1496,J1759-3107,359.629,-3.673,1.078953,3.77e-15,0.926824,128.60,*,*,*,*,3.36,3.36,4.54e+06,1.18e+32,*
1497,J1800-0125,25.749,10.678,0.783185,1.15e-14,1.276837,50.00,*,*,*,*,2.24,2.24,1.08e+06,9.48e+32,*
1498,J1800-2114,8.306,1.073,1.799272,5.50e-16,0.555780,641.00,*,*,*,*,11.18,11.18,5.18e+07,3.73e+30,*
1499,B1757-23,6.132,-0.118,1.030820,*,0.970101,280.00,*,*,*,*,4.38,4.38,*,*,*
1500,J1800+50,78.018,28.382,0.578364,*,1.729015,23.00,*,*,*,*,1.47,1.47,*,*,*
1501,B1758-03,23.596,9.257,0.921491,3.31e-15,1.085198,120.37,*,*,*,*,7.13,7.13,4.41e+06,1.67e+32,*
1502,J1801-0857A,19.225,6.762,0.007176,-5.13e-19,139.360885,182.56,*,*,*,*,7.20,10.46,*,*,*
1503,J1801-0857B,19.225,6.762,0.028962,2.19e-18,34.528494,182.39,BT,59.8365,33.8755,*,7.20,10.42,2.09e+08,3.56e+33,*
1504,J1801-0857C,19.225,6.762,0.003739,-6.50e-20,267.472675,182.26,*,*,*,*,7.20,10.40,*,*,*
1505,J1801-0857D,19.237,6.746,0.004227,6.90e-21,236.600598,174.71,*,*,*,*,7.20,9.02,9.71e+09,3.61e+33,*
1506,J1801-1417,14.546,4.162,0.003625,5.31e-21,275.854713,57.21,*,*,*,*,1.80,1.80,1.08e+10,4.40e+33,24.352
1507,J1801-1855,10.447,1.978,2.550498,1.82e-16,0.392080,484.00,*,*,*,*,11.91,11.91,2.22e+08,4.33e+29,*
1508,J1801-1909,10.295,1.781,1.108725,7.03e-16,0.901937,264.00,*,*,*,*,4.81,4.81,2.50e+07,2.04e+31,*
1509,J1801-2115,8.446,0.794,0.438113,1.55e-17,2.282515,778.80,*,*,*,*,12.26,12.26,4.46e+08,7.30e+30,*
1510,J1801-2154,7.831,0.552,0.375297,1.60e-14,2.664557,387.90,*,*,*,*,5.16,5.16,3.72e+05,1.19e+34,*
1511,B1758-23,6.837,-0.066,0.415827,1.13e-13,2.404846,1073.90,*,*,*,*,4.00,13.49,5.83e+04,6.20e+34,*
1512,B1757-24,5.254,-0.882,0.124924,1.28e-13,8.004854,289.00,*,*,*,*,4.61,4.61,1.55e+04,2.59e+36,11.045
1513,B1758-29,1.436,-3.249,1.081908,3.29e-15,0.924293,125.61,*,*,*,*,3.27,3.27,5.21e+06,1.03e+32,*
1514,J1801-3210,358.922,-4.577,0.007454,-4.44e-23,134.163639,177.71,ELL1,20.7717,7.8093,He[bbb+11],5.08,5.08,*,*,13.601
1515,J1801-3458,356.517,-6.023,1.385604,3.97e-16,0.721707,146.00,*,*,*,*,4.96,4.96,5.52e+07,5.90e+30,*
1516,J1802+0128,28.612,11.562,0.554262,2.11e-15,1.804202,97.97,*,*,*,*,8.79,8.79,4.16e+06,4.89e+32,*
1517,J1802+03,30.608,12.488,0.664300,*,1.505344,77.00,*,*,*,*,5.12,5.12,*,*,*
1518,J1802-05,22.419,8.395,1.681000,*,0.594884,130.00,*,*,*,*,6.82,6.82,*,*,*
1519,J1802-1745,11.573,2.377,0.514671,5.64e-16,1.942987,264.20,*,*,*,*,5.22,5.22,1.45e+07,1.63e+32,*
1520,J1802-2124,8.382,0.611,0.012648,7.26e-20,79.066424,149.63,ELL1,0.6989,3.7189,CO[fsk+10],3.33,3.33,2.76e+09,1.42e+33,4.875
1521,J1802-2426,5.731,-0.886,0.569007,8.56e-15,1.757447,711.00,*,*,*,*,12.13,12.13,1.05e+06,1.83e+33,*
1522,J1802-3346,357.675,-5.629,2.461052,1.32e-15,0.406330,217.00,*,*,*,*,10.24,10.24,2.95e+07,3.50e+30,*
1523,J1803-1616,13.020,2.827,0.536596,1.77e-15,1.863600,388.10,*,*,*,*,12.90,12.90,4.80e+06,4.53e+32,*
1524,J1803-1857,10.730,1.428,2.864338,1.52e-14,0.349121,392.00,*,*,*,*,5.88,5.88,2.99e+06,2.55e+31,*
1525,J1803-1920,10.334,1.338,0.443649,3.30e-16,2.254035,436.10,*,*,*,*,6.46,6.46,2.13e+07,1.49e+32,*
1526,B1800-21,8.395,0.146,0.133667,1.34e-13,7.481283,233.99,*,*,*,*,4.40,3.94,1.58e+04,2.22e+36,18.804
1527,J1803-2149,8.140,0.187,0.106332,1.95e-14,9.404498,*,*,*,*,*,*,*,8.63e+04,6.41e+35,*
1528,B1800-27,3.494,-2.532,0.334415,1.71e-17,2.990293,165.50,BT,406.7810,58.9400,He[jml+92],3.62,3.62,3.10e+08,1.81e+31,*
1529,J1803-30,1.025,-3.926,0.007101,*,140.825236,192.00,*,*,*,*,7.80,4.99,*,*,*
1530,J1803-3002B,1.025,-3.926,0.004397,*,227.427792,192.60,*,*,*,*,7.80,5.01,*,*,*
1531,J1803-3002C,1.025,-3.926,0.005840,*,171.232877,194.50,*,*,*,*,7.80,5.05,*,*,*
1532,J1803-3329,358.015,-5.637,0.633412,3.37e-16,1.578751,170.90,*,*,*,*,6.01,6.01,2.98e+07,5.24e+31,*
1533,B1802-07,20.792,6.773,0.023101,4.67e-19,43.288441,186.32,BT,2.6168,3.9205,*,7.80,11.59,7.84e+08,1.50e+33,*
1534,J1804-2228,7.722,-0.397,0.570511,1.43e-16,1.752816,424.00,*,*,*,*,5.33,5.33,6.31e+07,3.04e+31,*
1535,J1804-2717,3.505,-2.736,0.009343,4.09e-20,107.031651,24.67,BT,11.1287,7.2815,He[llb+96],1.17,1.17,3.62e+09,1.98e+33,*
1536,J1804-28,2.833,-3.225,1.273011,*,0.785539,203.50,*,*,*,*,4.80,4.80,*,*,*
1537,B1802+03,30.413,11.708,0.218712,9.99e-16,4.572232,80.86,*,*,*,*,5.00,5.00,3.47e+06,3.77e+33,*
1538,J1805-0619,21.990,7.225,0.454651,9.69e-16,2.199491,146.22,*,*,*,*,6.69,6.69,7.43e+06,4.07e+32,*
1539,J1805-1504,14.246,3.093,1.181269,2.73e-16,0.846547,225.00,*,*,*,*,5.30,5.30,6.84e+07,6.55e+30,*
1540,J1805-2032,9.530,0.313,0.405769,8.39e-15,2.464453,932.30,*,*,*,*,11.87,11.87,7.66e+05,4.96e+33,*
1541,J1805-2037,9.449,0.307,0.357807,1.76e-15,2.794805,708.10,*,*,*,*,9.26,9.26,3.23e+06,1.51e+33,*
1542,J1805-2447,5.807,-1.725,0.661402,5.82e-18,1.511940,269.00,*,*,*,*,4.79,4.79,1.80e+09,7.94e+29,*
1543,J1805-2948,1.456,-4.217,0.428341,4.74e-16,2.334589,167.90,*,*,*,*,4.61,4.61,1.43e+07,2.38e+32,*
1544,J1806+1023,37.305,14.560,0.484286,5.73e-17,2.064894,52.03,*,*,*,*,3.27,3.27,1.34e+08,1.99e+31,*
1545,B1804-12,17.142,4.417,0.522618,1.41e-15,1.913442,122.41,*,*,*,*,3.56,3.56,5.88e+06,3.90e+32,*
1546,J1806-1618,13.323,2.213,0.668309,8.62e-16,1.496313,319.00,*,*,*,*,6.36,6.36,1.23e+07,1.14e+32,*
1547,J1806-1920,10.641,0.802,0.879791,1.70e-17,1.136634,683.00,*,*,*,*,10.16,10.16,8.19e+08,9.87e+29,*
1548,J1806-2125,8.843,-0.261,0.481789,1.21e-13,2.075596,750.40,*,*,*,*,10.02,10.02,6.29e+04,4.29e+34,*
1549,J1807+04,31.560,11.650,0.798900,*,1.251721,53.00,*,*,*,*,2.66,2.66,*,*,*
1550,J1807+0756,35.149,13.276,0.464300,1.29e-16,2.153778,89.29,*,*,*,*,7.66,7.66,5.69e+07,5.10e+31,*
1551,B1804-08,20.061,5.587,0.163727,2.88e-17,6.107714,112.38,*,*,*,*,1.50,3.60,9.01e+07,2.59e+32,5.099
1552,J1807-2459A,5.837,-2.203,0.003059,-4.34e-21,326.856263,134.00,BT,0.0711,0.0122,UL[lfrj12],2.79,3.27,*,*,*
1553,J1807-2459B,5.836,-2.206,0.004186,8.23e-20,238.881431,137.15,DD,9.9567,28.9204,CO(?)[lfrj12],2.79,3.31,8.06e+08,4.43e+34,*
1554,J1807-2557,4.987,-2.646,2.764195,4.99e-15,0.361769,385.00,*,*,*,*,11.21,11.21,8.77e+06,9.33e+30,*
1555,B1804-27,3.843,-3.257,0.827776,1.22e-14,1.208056,312.98,*,*,*,*,9.63,9.63,1.08e+06,8.47e+32,*
1556,J1808+00,28.480,9.844,0.425115,*,2.352305,141.00,*,*,*,*,10.31,10.31,*,*,*
1557,J1808-0813,20.634,5.750,0.876044,1.24e-15,1.141495,151.27,*,*,*,*,5.18,5.18,1.12e+07,7.28e+31,*
1558,J1808-1020,18.828,4.600,0.596993,7.72e-16,1.675061,225.30,*,*,*,*,8.50,8.50,1.22e+07,1.43e+32,*
1559,J1808-1517,14.472,2.239,0.544549,2.67e-15,1.836381,205.00,*,*,*,*,4.16,4.16,3.23e+06,6.52e+32,*
1560,J1808-1726,12.599,1.188,0.241035,1.16e-17,4.148783,536.00,*,*,*,*,8.57,8.57,3.29e+08,3.28e+31,*
1561,J1808-2024,9.996,-0.242,7.555920,5.49e-10,0.132347,*,*,*,*,*,13.00,*,2.18e+02,5.02e+34,8.238
1562,B1805-20,9.446,-0.400,0.918410,1.71e-14,1.088838,606.80,*,*,*,*,7.35,7.35,8.52e+05,8.70e+32,*
1563,J1808-2701,4.160,-3.357,2.457882,6.58e-14,0.406854,95.00,*,*,*,*,2.45,2.45,5.92e+05,1.75e+32,*
1564,J1808-3249,359.035,-6.115,0.364912,7.05e-15,2.740385,147.37,*,*,*,*,5.06,5.06,8.20e+05,5.73e+33,*
1565,J1809-0119,26.962,8.627,0.744976,2.29e-15,1.342324,140.00,*,*,*,*,10.59,10.59,5.15e+06,2.19e+32,*
1566,J1809-0743,21.247,5.675,0.313886,1.52e-16,3.185873,240.70,*,*,*,*,17.82,17.82,3.27e+07,1.94e+32,*
1567,J1809-1429,15.306,2.393,0.895285,5.24e-15,1.116962,411.30,*,*,*,*,12.01,12.01,2.71e+06,2.88e+32,*
1568,J1809-1850,11.473,0.316,1.124481,1.06e-14,0.889299,598.00,*,*,*,*,7.06,7.06,1.68e+06,2.94e+32,*
1569,J1809-1917,11.094,0.080,0.082747,2.55e-14,12.085047,197.10,*,*,*,*,3.71,3.71,5.13e+04,1.78e+36,*
1570,J1809-1943,10.727,-0.158,5.540354,7.77e-12,0.180494,178.00,*,*,*,*,3.60,3.57,1.13e+04,1.80e+33,13.433
1571,J1809-2004,10.363,-0.202,0.434811,7.28e-15,2.299848,867.10,*,*,*,*,10.91,10.91,9.46e+05,3.50e+33,*
1572,B1806-21,9.415,-0.720,0.702414,3.82e-15,1.423663,381.91,*,*,*,*,5.20,5.20,2.91e+06,4.35e+32,*
1573,J1809-2332,7.390,-1.995,0.146789,3.44e-14,6.812521,*,*,*,*,*,*,*,6.76e+04,4.30e+35,26.833
1574,J1809-3547,356.541,-7.766,0.860388,1.20e-16,1.162267,193.84,*,*,*,*,13.02,13.02,1.14e+08,7.44e+30,*
1575,J1810-1441,15.272,2.035,0.217214,2.39e-17,4.603765,304.90,*,*,*,*,5.88,5.88,1.44e+08,9.20e+31,*
1576,J1810+1744,44.642,16.806,0.001660,*,602.409639,39.70,BT,0.1500,0.0950,UL[hrm+11],2.49,2.49,*,*,*
1577,J1810-1820,12.064,0.289,0.153716,5.22e-17,6.505492,452.20,*,*,*,*,5.59,5.59,4.66e+07,5.68e+32,*
1578,J1810-2005,10.545,-0.563,0.032822,1.47e-19,30.467142,241.00,ELL1,15.0120,11.9779,He(?)[jsb+10],4.05,4.05,3.53e+09,1.65e+32,17.000
1579,B1806-53,340.291,-15.901,0.261049,3.83e-16,3.830694,45.00,*,*,*,*,2.00,2.00,1.08e+07,8.50e+32,*
1580,J1811-0154,26.613,8.029,0.924945,1.61e-15,1.081146,148.10,*,*,*,*,9.56,9.56,9.11e+06,8.02e+31,*
1581,J1811+0702,34.709,12.102,0.461713,2.69e-15,2.165849,57.80,*,*,*,*,3.13,3.13,2.72e+06,1.08e+33,*
1582,J1811-1049,18.712,3.830,2.623859,8.00e-16,0.381118,253.30,*,*,*,*,8.50,8.50,5.20e+07,1.75e+30,*
1583,J1811-1717,13.041,0.686,0.391385,1.20e-16,2.555028,545.50,*,*,*,*,7.03,7.03,5.17e+07,7.90e+31,*
1584,J1811-1736,12.821,0.435,0.104182,9.01e-19,9.598591,476.00,BT,18.7792,34.7827,NS[mig00],5.93,5.93,1.83e+09,3.15e+31,*
1585,J1811-1835,11.909,0.049,0.557464,6.31e-15,1.793839,761.00,*,*,*,*,9.36,9.36,1.40e+06,1.44e+33,*
1586,J1811-1925,11.181,-0.348,0.064667,4.40e-14,15.463838,*,*,*,*,*,5.00,*,2.33e+04,6.42e+36,*
1587,J1811-2405,7.073,-2.559,0.002661,1.34e-20,375.856014,60.60,ELL1,6.2723,5.7057,He[bbb+11],1.70,1.70,3.15e+09,2.80e+34,*
1588,J1811-2439,6.632,-2.954,0.415813,2.97e-16,2.404928,172.00,*,*,*,*,3.85,3.85,2.22e+07,1.63e+32,*
1589,J1811-4930,344.222,-14.267,1.432704,2.25e-15,0.697981,44.00,*,*,*,*,2.01,2.01,1.01e+07,3.03e+31,*
1590,B1810+02,30.709,9.692,0.793903,3.60e-15,1.259600,104.14,*,*,*,*,6.16,6.16,3.49e+06,2.84e+32,*
1591,B1809-173,13.109,0.538,1.205374,1.91e-14,0.829618,255.10,*,*,*,*,4.20,4.20,1.00e+06,4.30e+32,*
1592,B1809-176,12.904,0.387,0.538341,9.82e-16,1.857560,518.00,*,*,*,*,6.32,6.32,8.68e+06,2.49e+32,*
1593,J1812-1910,11.522,-0.456,0.430991,3.77e-14,2.320234,892.00,*,*,*,*,11.54,11.54,1.81e+05,1.86e+34,*
1594,J1812-2102,9.859,-1.303,1.223352,2.39e-14,0.817426,547.20,*,*,*,*,9.62,9.62,8.11e+05,5.15e+32,*
1595,J1812-2526,6.013,-3.448,0.315835,1.77e-16,3.166210,361.40,*,*,*,*,14.71,14.71,2.82e+07,2.22e+32,*
1596,J1812-2748,3.949,-4.598,0.236983,3.16e-16,4.219706,104.00,*,*,*,*,3.03,3.03,1.19e+07,9.36e+32,*
1597,J1812-3039,1.431,-5.962,0.587477,6.60e-16,1.702195,138.90,*,*,*,*,4.61,4.61,1.41e+07,1.29e+32,*
1598,J1813-1246,17.244,2.445,0.048072,1.76e-14,20.802023,*,*,*,*,*,*,*,4.34e+04,6.24e+36,*
1599,J1813-1749,12.816,-0.020,0.044699,1.27e-13,22.371712,*,*,*,*,*,4.70,*,5.60e+03,5.59e+37,*
1600,J1813+1822,45.544,16.401,0.336425,2.10e-17,2.972434,60.80,*,*,*,*,6.24,6.24,2.54e+08,2.18e+31,*
1601,J1813-2113,9.853,-1.656,0.426466,2.08e-15,2.344851,462.30,*,*,*,*,8.75,8.75,3.25e+06,1.06e+33,*
1602,J1813-2242,8.529,-2.329,0.328514,4.78e-17,3.044008,333.00,*,*,*,*,6.78,6.78,1.09e+08,5.32e+31,*
1603,J1813-2621,5.322,-4.112,0.004430,1.25e-20,225.733042,112.52,ELL1,8.1598,5.5926,He[lem+15],3.37,3.37,5.63e+09,5.66e+33,23.180
1604,B1811+40,67.408,24.033,0.931089,2.55e-15,1.074011,41.49,*,*,*,*,4.32,4.32,5.79e+06,1.25e+32,*
1605,J1814-0521,23.905,5.730,1.014219,8.84e-16,0.985980,130.00,*,*,*,*,4.37,4.37,1.82e+07,3.35e+31,*
1606,J1814-0618,23.101,5.233,1.377868,2.92e-16,0.725759,168.00,*,*,*,*,5.63,5.63,7.47e+07,4.41e+30,*
1607,J1814+1130,39.205,13.306,0.751261,1.66e-15,1.331095,65.00,*,*,*,*,4.53,4.53,7.17e+06,1.55e+32,*
1608,J1814-1649,13.820,0.245,0.957464,6.33e-15,1.044426,782.00,*,*,*,*,9.62,9.62,2.40e+06,2.85e+32,*
1609,J1814-1744,13.021,-0.215,3.975905,7.45e-13,0.251515,792.00,*,*,*,*,9.77,9.77,8.46e+04,4.68e+32,*
1610,J1815-1738,13.179,-0.272,0.198436,7.79e-14,5.039415,728.00,*,*,*,*,9.01,9.01,4.04e+04,3.93e+35,*
1611,J1815-1910,11.810,-0.963,1.249924,3.63e-14,0.800049,547.80,*,*,*,*,7.69,7.69,5.46e+05,7.34e+32,*
1612,J1815+55,83.992,27.101,0.426802,*,2.343007,59.00,*,*,*,*,3.87,3.87,*,*,*
1613,J1816-0755,21.867,4.092,0.217643,6.48e-15,4.594687,116.80,*,*,*,*,3.21,3.21,5.32e+05,2.48e+34,*
1614,J1816-1446,15.836,0.828,0.594500,1.33e-15,1.682086,629.00,*,*,*,*,8.98,8.98,7.10e+06,2.49e+32,*
1615,B1813-17,13.433,-0.424,0.782313,7.26e-15,1.278260,525.50,*,*,*,*,6.48,6.48,1.71e+06,5.99e+32,*
1616,B1813-26,5.219,-4.906,0.592885,6.64e-17,1.686667,128.12,*,*,*,*,3.61,3.61,1.41e+08,1.26e+31,*
1617,J1816+4510,72.830,24.735,0.003193,4.31e-20,313.174936,38.89,ELL1,0.3609,0.5954,He[kbv+13],4.20,4.20,1.17e+09,5.23e+34,6.090
1618,J1816-5643,337.673,-17.898,0.217923,1.93e-18,4.588779,52.40,*,*,*,*,3.06,3.06,1.79e+09,7.36e+30,*
1619,J1817-0743,22.211,3.876,0.438095,-2.30e-18,2.282608,14.80,*,*,*,*,0.77,0.77,*,*,*
1620,J1817-1511,15.595,0.391,0.224604,1.43e-15,4.452284,970.00,*,*,*,*,11.58,11.58,2.49e+06,4.99e+33,*
1621,J1817-1938,11.623,-1.617,2.046838,3.60e-16,0.488559,519.60,*,*,*,*,10.74,10.74,9.01e+07,1.66e+30,*
1622,B1814-23,8.489,-3.270,0.625470,*,1.598798,240.00,*,*,*,*,5.61,5.61,*,*,*
1623,B1813-36,356.801,-9.374,0.387017,2.05e-15,2.583866,94.30,*,*,*,*,3.78,3.78,3.00e+06,1.39e+33,*
1624,J1817-3837,354.678,-10.406,0.384487,5.80e-16,2.600870,102.85,*,*,*,*,5.23,5.23,1.05e+07,4.03e+32,*
1625,J1818-01,27.503,6.540,0.838500,*,1.192606,210.00,*,*,*,*,15.45,15.45,*,*,*
1626,J1818-1116,19.144,2.068,0.544800,3.82e-15,1.835538,422.00,*,*,*,*,10.29,10.29,2.26e+06,9.34e+32,*
1627,B1815-14,16.405,0.610,0.291489,2.04e-15,3.430656,622.00,*,*,*,*,8.10,8.10,2.27e+06,3.24e+33,*
1628,J1818-1448,16.031,0.390,0.281371,6.15e-15,3.554023,644.00,*,*,*,*,7.96,7.96,7.25e+05,1.09e+34,*
1629,J1818-1519,15.550,0.192,0.939690,4.11e-15,1.064181,845.00,*,*,*,*,9.98,9.98,3.63e+06,1.95e+32,*
1630,J1818-1541,15.270,-0.063,0.551134,9.68e-15,1.814442,690.00,*,*,*,*,8.24,8.24,9.02e+05,2.28e+33,*
1631,J1818-1556,15.087,-0.227,0.952709,7.06e-16,1.049639,230.00,*,*,*,*,4.01,4.01,2.14e+07,3.22e+31,*
1632,J1819-0925,20.935,2.633,0.852047,3.13e-15,1.173644,378.00,*,*,*,*,11.10,11.10,4.31e+06,2.00e+32,*
1633,J1819-1008,20.287,2.337,0.301490,1.32e-15,3.316861,404.00,*,*,*,*,10.75,10.75,3.62e+06,1.90e+33,*
1634,J1819-1114,19.291,1.857,0.294163,5.66e-16,3.399481,310.00,*,*,*,*,5.82,5.82,8.23e+06,8.78e+32,*
1635,J1819-1131,19.101,1.619,1.388137,7.61e-16,0.720390,578.00,*,*,*,*,12.25,12.25,2.89e+07,1.12e+31,*
1636,J1819+1305,41.227,12.828,1.060364,3.59e-16,0.943073,64.90,*,*,*,*,4.41,4.41,4.68e+07,1.19e+31,*
1637,J1819-1318,17.497,0.829,1.515696,5.97e-16,0.659763,35.10,*,*,*,*,1.52,1.52,4.02e+07,6.77e+30,*
1638,J1819-1408,16.797,0.394,1.788490,2.59e-15,0.559131,1075.00,*,*,*,*,12.45,12.45,1.09e+07,1.79e+31,*
1639,J1819-1458,16.019,0.080,4.263164,5.75e-13,0.234568,196.00,*,*,*,*,3.81,3.81,1.17e+05,2.93e+32,*
1640,J1819-1510,15.876,-0.086,0.226539,7.85e-18,4.414251,421.70,*,*,*,*,5.61,5.61,4.57e+08,2.67e+31,*
1641,J1819-17,14.146,-0.904,2.352135,*,0.425146,67.00,*,*,*,*,1.85,1.85,*,*,*
1642,J1819-1717,13.991,-1.048,0.393522,3.45e-15,2.541156,405.00,*,*,*,*,5.87,5.87,1.80e+06,2.24e+33,*
1643,B1818-04,25.456,4.733,0.598076,6.33e-15,1.672029,84.44,*,*,*,*,0.30,2.45,1.50e+06,1.17e+33,14.142
1644,J1820-0509,24.777,4.516,0.337321,9.32e-16,2.964537,104.00,*,*,*,*,2.81,2.81,5.73e+06,9.59e+32,*
1645,B1817-13,17.161,0.483,0.921460,4.50e-15,1.085235,776.70,*,*,*,*,9.63,9.63,3.25e+06,2.27e+32,*
1646,J1820-1529,15.678,-0.406,0.333243,3.79e-14,3.000815,772.00,*,*,*,*,9.60,9.60,1.39e+05,4.04e+34,*
1647,B1817-18,13.202,-1.720,0.309905,9.36e-17,3.226800,436.00,*,*,*,*,8.43,8.43,5.25e+07,1.24e+32,*
1648,J1821+0155,31.244,7.504,0.033781,2.90e-20,29.602148,51.75,*,*,*,*,2.29,2.29,1.85e+10,2.97e+31,*
1649,J1821-0256,26.839,5.372,0.414111,3.72e-17,2.414811,84.00,*,*,*,*,2.55,2.55,1.76e+08,2.07e+31,*
1650,J1821-0331,26.393,4.978,0.902316,2.53e-15,1.108260,171.50,*,*,*,*,5.56,5.56,5.65e+06,1.36e+32,*
1651,J1821-1419,16.815,-0.043,1.656010,8.95e-13,0.603861,1123.00,*,*,*,*,11.93,11.93,2.93e+04,7.78e+33,*
1652,J1821-1432,16.628,-0.168,1.915131,5.37e-15,0.522158,570.00,*,*,*,*,6.95,6.95,5.65e+06,3.02e+31,*
1653,J1821+1715,45.259,14.302,1.366682,8.71e-16,0.731699,60.47,*,*,*,*,4.68,4.68,2.48e+07,1.35e+31,*
1654,J1821+41,69.509,22.873,1.261787,*,0.792527,40.00,*,*,*,*,3.76,3.76,*,*,*
1655,J1822+0705,35.983,9.685,1.362817,1.75e-15,0.733774,62.20,*,*,*,*,3.02,3.02,1.24e+07,2.73e+31,*
1656,J1822-0848,21.828,2.262,2.504518,4.03e-16,0.399278,186.30,BT,286.8303,97.7279,He[lfl+06],4.19,4.19,9.84e+07,1.01e+30,*
1657,J1822-0907,21.530,2.161,0.974700,3.55e-16,1.025956,467.00,*,*,*,*,12.31,12.31,4.35e+07,1.51e+31,*
1658,J1822+1120,39.870,11.571,1.787037,2.35e-15,0.559586,95.20,*,*,*,*,8.77,8.77,1.21e+07,1.62e+31,*
